ID,marka,naw3,9at3a,khochn,toul,3ordh,R,G,B,soum
44860,Zen,sport,sabbat,0.985,80.8,58,155,28,31,591.9
44861,Zen,confy,sabbat,1.048333333,32,55,112,20,23,91.2
44862,Armani,classy,sabbat,1.025,104,58,167,30,34,595.1
44863,Armani,sport,maryoul,1.008333333,176,55,201,36,40,1819.3
44864,HA,sport,maryoul,1.025,43.2,55.1,124,22,25,139.5
44865,Zen,formel,sabbat,1.048333333,28,57,106,19,22,49.1
44866,Bey&Bey,confy,t-shirt,1.06,80.8,57,152,27,32,766.5
44867,Zen,mta3 a3res,sabbat,1.026666667,80.8,57,151,27,31,677.3
44868,Zen,mta3 kolyoum,maryoul,0.988333333,80,61,153,28,30,598.7
44869,Zen,mta3 a3res,kabbout,1.028333333,18.4,55,94,17,19,49.8
44870,Armani,confy,maryoul,1.011666667,28,59,108,19,22,78.8
44871,Armani,confy,sabbat,1.043333333,40,58,121,21,25,167.6
44872,HA,mta3 a3res,maryoul,1.03,56,53,135,24,28,263.5
44873,HA,confy,sabbat,1.026666667,32.8,55,113,20,23,99.9
44874,HA,mta3 kolyoum,maryoul,1.026666667,74.4,57,148,27,31,472.4
44875,HA,confy,sabbat,1.021666667,41.6,57,123,22,25,169.4
44876,HA,sport,jacket,1.028333333,32.8,55,113,20,23,115.1
44877,HA,mta3 a3res,socks,1.028333333,27.2,55,106,19,22,127.6
44878,Armani,mta3 a3res,maryoul,1.016666667,32.8,60,114,20,23,96.9
44879,HA,formel,t-shirt,1.035,56.8,56,135,24,28,232.7
44880,HA,posé,sabbat,1.028333333,28,56,108,19,22,57.1
44881,Zen,confy,serwel,1,72.8,60,147,27,30,343.8
44882,Bey&Bey,confy,maryoul,1.053333333,25.6,56,103,18,22,56.1
44883,Zen,mta3 a3res,serwel,1.023333333,82.4,57,155,28,32,450.3
44884,Bey&Bey,sport,maryoul,1.056666667,27.2,57,104,19,22,50.7
44885,Armani,sport,t-shirt,1.036666667,120.8,58,173,31,36,1454.2
44886,Zen,mta3 kolyoum,serwel,1.043333333,96,57,160,29,34,545.1
44887,Armani,confy,serwel,1.041666667,88.8,58,156,28,33,458.1
44888,Zen,confy,maryoul,1.023333333,84.8,58,155,28,32,509
44889,HA,formel,maryoul,1.011666667,25.6,57,106,19,21,55.4
44890,HA,sport,kabbout,1.023333333,24.8,56,103,18,21,70.7
44891,Bey&Bey,mta3 kolyoum,maryoul,0.953333333,40,60,124,22,23,123.5
44892,Armani,mta3 kolyoum,serwel,0.996666667,83.2,58,156,28,31,515.4
44893,HA,posé,socks,1.015,112,57,171,31,35,1097.6
44894,Armani,mta3 a3res,sabbat,1.018333333,129.6,60,179,32,37,1496.1
44895,Zen,mta3 kolyoum,serwel,0.986666667,87.2,63,158,29,31,424.4
44896,HA,sport,jacket,1.031666667,58.4,57,136,25,28,366.9
44897,Bey&Bey,mta3 a3res,t-shirt,1.025,38.4,60.7,118,21,24,126.8
44898,Armani,mta3 kolyoum,sabbat,1.035,56.8,60,135,24,28,295
44899,Armani,sport,socks,1.026666667,24.8,55,104,18,21,98.8
44900,Zen,confy,sabbat,1.066666667,80,59,147,27,32,628.5
44901,Zen,mta3 kolyoum,sabbat,1.055,72,59,145,26,31,498.1
44902,HA,confy,maryoul,1.008333333,32,57,113,20,23,73.7
44903,HA,mta3 a3res,jacket,1.001666667,91.2,60,161,29,32,1122.6
44904,Armani,sport,sabbat,1.018333333,123.2,59,176,32,36,1230.8
44905,HA,sport,jacket,1.028333333,32,55,112,20,23,137.4
44906,Zen,confy,kabbout,1.005,44.8,57,126,23,25,230.4
44907,HA,sport,serwel,1.023333333,56,57,135,24,28,223.2
44908,HA,confy,t-shirt,1.006666667,42.4,57,125,22,25,177.2
44909,HA,sport,sabbat,1.038333333,99.2,57,165,29,34,879.9
44910,Zen,sport,maryoul,1.013333333,40,63,120,22,24,117.1
44911,Armani,posé,serwel,1.011666667,120.8,59,176,31,36,576.7
44912,Armani,confy,sabbat,0.968333333,80.8,60,156,28,30,651.6
44913,HA,sport,t-shirt,1.023333333,32,55,113,20,23,108.7
44914,HA,formel,serwel,1.048333333,160.8,56,191,34,40,1357.4
44915,Zen,confy,serwel,1.053333333,56,61,133,24,28,230.7
44916,HA,sport,socks,1.035,27.2,54,106,19,22,97.4
44917,HA,confy,sabbat,1.036666667,40.8,57,121,21,25,178.1
44918,HA,confy,maryoul,1.016666667,29.6,56,110,20,22,61.3
44919,Armani,confy,t-shirt,1.018333333,56.8,58,137,24,28,300.6
44920,Zen,posé,serwel,1.046666667,82.4,59,151,27,32,428.3
44921,HA,sport,t-shirt,1.031666667,25.6,55,104,19,21,60.2
44922,HA,posé,maryoul,1.04,164,57,193,34,40,1729.4
44923,HA,mta3 a3res,sabbat,1.04,28,57,107,19,22,90.6
44924,Armani,classy,jacket,1.023333333,57.6,61,136,24,28,220.3
44925,Armani,confy,serwel,1.006666667,57.6,58,138,25,28,232
44926,Zen,confy,maryoul,1.025,33.6,61,114,21,23,72.2
44927,Armani,confy,serwel,1.046666667,72.8,61,144,26,30,363.9
44928,Zen,confy,kabbout,1.063333333,18.4,57,92,16,19,48.5
44929,HA,mta3 kolyoum,maryoul,1.028333333,33.6,56,114,20,23,104
44930,Zen,sport,serwel,1.05,64,55,140,25,29,261.6
44931,Zen,formel,socks,0.98,43.2,61,125,23,25,170.8
44932,Zen,posé,maryoul,1.021666667,44.8,60,124,22,25,119.7
44933,HA,classy,serwel,1.028333333,96,56,163,29,33,474.4
44934,Kontakt,confy,sabbat,0.931666667,24.8,62,109,19,20,58.1
44935,HA,sport,jacket,1.006666667,26.4,58,106,19,21,80.2
44936,Armani,classy,sabbat,1.023333333,99.2,59,164,29,33,502.6
44937,Zen,mta3 a3res,sabbat,1.043333333,38.4,55,118,21,25,131.1
44938,HA,formel,t-shirt,1.043333333,80.8,56,152,27,32,480.8
44939,Zen,mta3 a3res,maryoul,1.026666667,34.4,59,114,21,23,79.2
44940,Bey&Bey,mta3 kolyoum,t-shirt,0.973333333,20.8,63,99,18,19,40.3
44941,Armani,confy,serwel,1.011666667,76,59,151,27,30,407
44942,HA,mta3 a3res,t-shirt,1.033333333,32.8,56,114,20,23,107.6
44943,Zen,posé,hoodie,1.031666667,98.4,60.6,161,29,33,383.5
44944,Zen,mta3 a3res,t-shirt,1.046666667,80.8,58,150,27,31,699.9
44945,HA,mta3 kolyoum,maryoul,1.05,32,57,111,20,23,92.4
44946,Zen,formel,t-shirt,1.023333333,56,57,135,24,28,229.4
44947,HA,posé,maryoul,1.028333333,83.2,56,154,28,32,546.9
44948,HA,mta3 a3res,t-shirt,1.031666667,44,56,125,22,26,198
44949,Zen,posé,maryoul,1.036666667,56.8,56,135,24,28,218.8
44950,Bey&Bey,mta3 a3res,serwel,0.965,144,58,191,35,37,1219.6
44951,HA,mta3 kolyoum,maryoul,1.03,56,56,133,24,28,287.2
44952,Armani,posé,kabbout,0.996666667,20.8,61,99,17,19,56.5
44953,HA,sport,maryoul,1.038333333,63.2,57,140,25,29,289.8
44954,Zen,confy,sabbat,1.036666667,34.4,58,114,21,24,86.9
44955,Armani,mta3 a3res,maryoul,1.041666667,91.2,59,157,28,33,513.5
44956,HA,mta3 a3res,t-shirt,1.045,32.8,55,112,20,23,100.7
44957,Zen,mta3 a3res,maryoul,1.053333333,80,54,149,26,31,408.8
44958,HA,sport,sabbat,1.011666667,83.2,56,156,28,31,741.5
44959,HA,confy,serwel,1.028333333,86.4,57,155,28,32,498.9
44960,HA,posé,maryoul,1.031666667,96,54,162,29,34,658.8
44961,HA,mta3 a3res,sabbat,1.031666667,98.4,57,162,29,34,975.9
44962,HA,posé,t-shirt,1.04,96.8,53,162,29,34,781.1
44963,Bey&Bey,formel,t-shirt,0.993333333,80,61,153,28,31,462.4
44964,HA,sport,serwel,1.013333333,57.6,57,137,25,28,244.9
44965,HA,sport,socks,1.035,24,54,102,18,21,86.3
44966,Zen,posé,sabbat,1.046666667,30.4,56,108,20,23,70
44967,HA,sport,sabbat,1.025,21.6,55,99,18,20,49
44968,HA,sport,maryoul,1.028333333,44,58,125,22,26,141.7
44969,HA,confy,maryoul,1.02,28,57,108,19,22,78.8
44970,HA,confy,kabbout,1.033333333,58.4,57,137,24,28,371.4
44971,Zen,mta3 a3res,t-shirt,0.988333333,52,56,133,24,27,240.6
44972,HA,formel,maryoul,1.038333333,40,56,119,21,25,107.6
44973,HA,sport,kabbout,1.038333333,125.6,56,177,32,37,1514.4
44974,Kontakt,sport,t-shirt,1.073333333,80,56,149,27,32,590.8
44975,Bey&Bey,sport,sabbat,0.943333333,80,61,157,28,30,548.4
44976,Kontakt,confy,maryoul,1.105,80,62,148,26,32,414
44977,Zen,mta3 kolyoum,maryoul,1.058333333,24.8,58,102,18,21,73.2
44978,Armani,sport,sabbat,1.041666667,80.8,60,151,27,31,562
44979,HA,posé,sabbat,1.05,96,56,160,28,33,583.3
44980,Zen,confy,t-shirt,1.015,58.4,61,137,25,28,337
44981,HA,posé,maryoul,1.033333333,82.4,57,155,28,32,506.3
44982,Armani,posé,serwel,1.003333333,71.2,59,148,26,30,281.5
44983,Bey&Bey,mta3 a3res,serwel,1.063333333,213.6,58,206,37,44,1868.6
44984,Armani,mta3 a3res,maryoul,1.043333333,121.6,59,172,31,36,1163.7
44985,Zen,mta3 kolyoum,serwel,1.058333333,72,58,144,26,31,391.8
44986,Zen,posé,maryoul,0.978333333,24.8,60,105,19,20,43.5
44987,Armani,mta3 a3res,serwel,1.003333333,58.4,59,139,25,28,197.1
44988,Armani,mta3 a3res,sabbat,1.028333333,40,60,120,21,24,132.3
44989,HA,mta3 kolyoum,maryoul,1.033333333,80.8,55,151,27,31,570.2
44990,Zen,confy,kabbout,1.056666667,20,58,94,17,20,57.5
44991,HA,sport,t-shirt,1.035,41.6,54,122,22,25,162.1
44992,HA,confy,kabbout,1.03,29.6,54,109,19,22,108.2
44993,Armani,confy,serwel,1.033333333,106.4,57,169,30,35,734.1
44994,Zen,posé,maryoul,1.055,80.8,57,152,27,32,470.7
44995,HA,confy,maryoul,0.993333333,84.8,54,157,28,31,525
44996,Armani,formel,sabbat,1.028333333,30.4,59,109,20,22,63.3
44997,HA,posé,kabbout,1.031666667,91.2,56,158,29,33,735.4
44998,Armani,posé,sabbat,1.031666667,43.2,55,124,22,25,138.9
44999,Armani,sport,socks,1.033333333,25.6,60,104,18,21,102
45000,Armani,mta3 a3res,t-shirt,1.033333333,80,59,152,27,31,705.6
45001,HA,mta3 kolyoum,sabbat,1.045,52,57,132,23,27,239.2
45002,HA,posé,kabbout,1.026666667,52,58,132,24,27,221
45003,Zen,sport,t-shirt,0.956666667,47.2,63,131,24,25,191.5
45004,HA,classy,kabbout,1.005,24.8,60,104,19,21,47.6
45005,HA,classy,jacket,1.041666667,57.6,56,135,24,28,224.9
45006,HA,posé,kabbout,1.041666667,32.8,56,113,20,23,96.1
45007,Armani,formel,sabbat,1.02,72,62,146,26,30,333.8
45008,HA,sport,serwel,1.026666667,92.8,55,161,29,33,517.1
45009,HA,mta3 a3res,t-shirt,1.038333333,103.2,54.4,164,30,34,1072.7
45010,Armani,mta3 kolyoum,sabbat,1.006666667,24,59,103,18,21,91.1
45011,Kontakt,mta3 a3res,maryoul,1.076666667,60,57,135,24,29,270
45012,Zen,confy,sabbat,1.038333333,24,57,101,18,21,65.8
45013,Bey&Bey,sport,sabbat,1.063333333,31.2,59,110,19,23,78.7
45014,Armani,sport,t-shirt,1.043333333,41.6,59,120,22,25,168.9
45015,Zen,mta3 a3res,sabbat,1.031666667,30.4,54.8,109,20,23,90.6
45016,Bey&Bey,confy,serwel,1.03,65.6,56,141,25,29,305
45017,Zen,classy,serwel,1.055,99.2,60,162,29,34,390.8
45018,HA,formel,maryoul,1.028333333,132,55,180,33,37,1036.5
45019,HA,confy,maryoul,1.016666667,57.6,56,138,25,28,295.1
45020,Armani,sport,maryoul,1.026666667,82.4,59,155,28,32,490
45021,Armani,formel,serwel,0.993333333,80.8,62,155,28,31,366.5
45022,HA,sport,t-shirt,1.03,96.8,55,161,29,33,886.4
45023,HA,mta3 a3res,jacket,1.043333333,26.4,54,105,19,22,88
45024,HA,posé,kabbout,1.038333333,34.4,55,115,20,24,100.8
45025,HA,mta3 a3res,sabbat,1.018333333,84.8,57,156,28,32,777.6
45026,HA,posé,maryoul,0.995,82.4,55,156,28,31,458.5
45027,Armani,confy,sabbat,1.041666667,85.6,57,156,28,32,623.2
45028,HA,mta3 a3res,serwel,1.03,72,56,146,26,30,459.3
45029,Zen,mta3 a3res,maryoul,1.056666667,60,58,136,25,29,273.4
45030,HA,posé,sabbat,1.043333333,88,57,156,28,33,404.8
45031,HA,mta3 kolyoum,sabbat,1.041666667,124,55,175,32,37,1744.1
45032,Armani,sport,serwel,0.968333333,81.6,58,158,28,30,407.8
45033,Zen,sport,t-shirt,1.046666667,126.4,57,174,32,37,1396.3
45034,Kontakt,mta3 kolyoum,serwel,1.078333333,72,54,144,26,31,320.5
45035,Armani,formel,maryoul,1.046666667,90.4,57,158,28,33,474.6
45036,HA,mta3 kolyoum,jacket,1.026666667,33.6,56,113,20,23,154.7
45037,Bey&Bey,mta3 a3res,jacket,1.01,32,62,111,20,22,108
45038,Armani,mta3 kolyoum,t-shirt,1.031666667,29.6,58,108,20,22,94.1
45039,HA,sport,t-shirt,1.021666667,32,55,113,20,23,112.5
45040,HA,sport,sabbat,1.026666667,42.4,56,124,22,25,160.7
45041,Zen,sport,socks,1.016666667,27.2,56,106,19,22,92.4
45042,HA,mta3 kolyoum,serwel,1.025,60,55,138,25,28,261.8
45043,Zen,mta3 kolyoum,jacket,1.006666667,45.6,57,127,23,26,294.5
45044,Kontakt,confy,sabbat,1.11,80.8,55,148,26,33,452.5
45045,Armani,formel,sabbat,1.04,104.8,61,165,29,34,692.1
45046,Armani,posé,maryoul,1.003333333,92.8,59,162,29,32,548
45047,Zen,posé,maryoul,1.011666667,169.6,55,196,36,40,1811.8
45048,Bey&Bey,sport,t-shirt,1.016666667,72,62,146,27,30,439.5
45049,Zen,classy,t-shirt,1.056666667,82.4,58,151,27,32,429.2
45050,HA,confy,sabbat,1.046666667,80,57,151,27,31,672
45051,Zen,formel,maryoul,1.041666667,45.6,58,123,22,26,118
45052,Zen,sport,kabbout,0.995,80.8,59,154,28,31,722.6
45053,HA,mta3 kolyoum,maryoul,1.023333333,56.8,56,135,24,28,367.4
45054,Armani,confy,sabbat,0.996666667,32.8,60,114,21,23,93.5
45055,Kontakt,mta3 a3res,kabbout,1.011666667,40.8,66,123,22,25,436.8
45056,Armani,confy,serwel,1.013333333,129.6,59,180,32,37,952.6
45057,HA,formel,sabbat,1.011666667,160.8,57,194,35,39,1719.7
45058,Armani,confy,sabbat,1.006666667,24,58,102,18,20,65.8
45059,Zen,posé,t-shirt,1.043333333,56.8,58,135,24,28,242.3
45060,Zen,posé,socks,1.048333333,26.4,58,103,19,22,78.7
45061,Zen,mta3 a3res,jacket,1.038333333,28,56,107,19,22,90.9
45062,Zen,posé,serwel,1.02,100,62,162,30,33,563.7
45063,Zen,confy,t-shirt,1.033333333,85.6,60,154,28,32,776.8
45064,Zen,sport,serwel,1.056666667,56.8,56,135,24,28,174
45065,HA,sport,jacket,1.025,24.8,54,103,19,21,78.9
45066,HA,confy,sabbat,1.033333333,42.4,55,122,22,25,160.7
45067,HA,mta3 a3res,jacket,1.035,24.8,56,103,18,21,89.7
45068,HA,mta3 a3res,serwel,1.055,162.4,55,188,34,40,1845.8
45069,Zen,classy,t-shirt,0.988333333,96.8,57,165,30,33,560.4
45070,Zen,confy,maryoul,1.048333333,47.2,58,126,23,26,165.2
45071,Armani,confy,t-shirt,1.031666667,24,60,102,18,21,91.1
45072,HA,formel,sabbat,1.038333333,24,56,101,18,21,40.7
45073,Armani,mta3 kolyoum,t-shirt,1.035,80,55,152,27,31,781.2
45074,Armani,confy,sabbat,1.035,24,58,101,18,21,65.8
45075,Armani,formel,maryoul,1.03,123.2,57,176,31,36,751.2
45076,HA,confy,t-shirt,1.026666667,48,55,128,23,26,244.2
45077,Armani,posé,sabbat,1.035,56.8,58.5,134,24,28,254.9
45078,Armani,formel,socks,1.05,57.6,57,135,24,28,279.5
45079,Armani,mta3 a3res,serwel,1.043333333,86.4,56,156,28,33,448.8
45080,HA,sport,t-shirt,1.033333333,128,54,178,32,36,1705
45081,HA,sport,sabbat,1.05,24.8,54,103,18,21,69.8
45082,Zen,sport,t-shirt,1.003333333,96,60,164,30,33,844.2
45083,HA,posé,serwel,1.03,83.2,55,155,28,32,436.8
45084,HA,mta3 a3res,socks,1.026666667,19.2,57,94,17,19,67.8
45085,Armani,sport,maryoul,1.031666667,162.4,59,193,35,40,1532.2
45086,Zen,mta3 kolyoum,maryoul,1.036666667,80.8,58,151,27,31,512.2
45087,Bey&Bey,mta3 kolyoum,maryoul,1.06,56,60,132,23,28,251.2
45088,Zen,confy,sabbat,1.053333333,57.6,58,134,24,28,292.3
45089,HA,posé,sabbat,1.038333333,18.4,53,94,17,19,51.2
45090,HA,confy,kabbout,1.028333333,32,55,113,20,23,123.8
45091,HA,confy,t-shirt,1.028333333,32.8,55,113,20,23,115.3
45092,Zen,mta3 kolyoum,sabbat,1.023333333,19.2,60,94,17,19,37.3
45093,Bey&Bey,mta3 a3res,sabbat,1.061666667,83.2,58,150,27,32,660.6
45094,HA,posé,sabbat,1.023333333,27.2,57,108,19,22,68.9
45095,Bey&Bey,sport,t-shirt,1.051666667,24,58,100,18,21,60.5
45096,Armani,sport,t-shirt,1.045,96.8,58,161,29,34,845.6
45097,HA,confy,serwel,1.035,81.6,55,154,27,32,479.8
45098,Armani,confy,maryoul,1.023333333,40,62,121,21,25,123.8
45099,HA,posé,socks,1.03,24,55,102,18,21,78.9
45100,Zen,confy,sabbat,1.02,56.8,58,135,25,28,289.1
45101,Zen,sport,t-shirt,1,36.8,56,119,22,24,137.8
45102,HA,sport,kabbout,1.03,24.8,56,102,18,21,70.7
45103,Zen,confy,sabbat,1.041666667,85.6,57,155,28,32,612
45104,HA,mta3 a3res,sabbat,1.023333333,26.4,57,105,19,21,66.6
45105,Armani,mta3 kolyoum,kabbout,1.013333333,112.8,57,172,31,35,1721.6
45106,Armani,formel,serwel,0.988333333,88,62,160,29,31,327.1
45107,Armani,mta3 a3res,sabbat,0.993333333,83.2,62,157,28,31,627.8
45108,HA,mta3 a3res,jacket,1.033333333,34.4,57,114,20,23,142.2
45109,HA,sport,t-shirt,1.03,49.6,57,129,23,27,214.1
45110,Kontakt,confy,t-shirt,0.98,49.6,67,134,24,26,234.4
45111,Armani,formel,sabbat,0.981666667,176,60,204,36,40,1790.5
45112,HA,formel,maryoul,1.031666667,66.4,57,141,26,29,331.4
45113,Armani,sport,t-shirt,1.013333333,26.4,59,105,19,21,85.4
45114,Zen,posé,serwel,1.05,168,57,191,35,40,1647.9
45115,HA,sport,maryoul,1.006666667,53.6,57,134,24,27,166.2
45116,HA,posé,maryoul,1.085,160.8,56,187,33,41,1673.3
45117,HA,sport,t-shirt,1.033333333,96,55,161,29,34,962.5
45118,Zen,mta3 kolyoum,serwel,1.01,161.6,57,194,35,39,1533.4
45119,Armani,confy,maryoul,1.003333333,25.6,60,105,19,21,72
45120,Zen,sport,t-shirt,1.045,40,59,119,21,25,163.7
45121,HA,mta3 a3res,maryoul,1.023333333,60.8,56,139,25,29,289.4
45122,Zen,mta3 kolyoum,serwel,1.061666667,73.6,57,145,26,31,370.7
45123,HA,mta3 kolyoum,maryoul,1.025,58.4,56,138,25,28,285.8
45124,HA,sport,maryoul,1.036666667,68,56,143,26,30,340.3
45125,Zen,confy,maryoul,1.05,26.4,54,103,19,22,57.9
45126,HA,posé,maryoul,1.013333333,44,56,125,23,25,158.4
45127,Zen,sport,sabbat,1.038333333,82.4,57,152,28,32,603.6
45128,Bey&Bey,mta3 kolyoum,maryoul,1.055,25.6,57,103,18,22,58.9
45129,Armani,mta3 a3res,t-shirt,1.005,44,58,126,22,25,183.2
45130,Armani,sport,jacket,1.021666667,34.4,57,115,20,23,126.4
45131,Armani,confy,maryoul,1.025,120.8,58,174,31,36,1253
45132,Bey&Bey,confy,maryoul,1.026666667,56,61,133,24,27,211.1
45133,Armani,mta3 a3res,sabbat,0.99,121.6,55,178,32,35,1438.8
45134,Armani,mta3 a3res,sabbat,1.026666667,32.8,59,112,20,23,86.3
45135,HA,confy,kabbout,1.008333333,42.4,57,124,22,25,245.6
45136,HA,confy,sabbat,1.025,80.8,57,152,28,31,728.8
45137,Zen,mta3 kolyoum,kabbout,1.028333333,80,58,151,27,31,1011.3
45138,HA,sport,t-shirt,1.023333333,32.8,55,113,20,23,96.1
45139,Zen,classy,sabbat,0.988333333,81.6,58,155,28,31,379.6
45140,HA,mta3 kolyoum,sabbat,1.025,24,58,101,18,21,67
45141,HA,sport,t-shirt,1.03,80.8,57,151,27,31,649.9
45142,HA,confy,serwel,0.99,88,54,161,29,32,407.1
45143,Armani,mta3 kolyoum,maryoul,1.031666667,33.6,59,114,20,23,104
45144,Zen,sport,jacket,1.011666667,24,57,103,18,21,69.1
45145,HA,mta3 a3res,sabbat,1.048333333,20,55,95,17,20,53.5
45146,HA,mta3 a3res,maryoul,1.026666667,88,54,158,28,32,662.1
45147,Kontakt,classy,serwel,1.091666667,56.8,61,131,23,28,140.9
45148,Armani,mta3 kolyoum,maryoul,1.008333333,84,56,159,28,32,592.7
45149,Armani,classy,kabbout,1.043333333,120.8,59,174,31,36,893
45150,Armani,mta3 kolyoum,maryoul,1.03,80.8,60,151,27,31,554.3
45151,Zen,mta3 a3res,serwel,1.056666667,72,58,144,26,30,355.6
45152,Zen,mta3 a3res,t-shirt,1.053333333,60,57,137,24,29,312.9
45153,Bey&Bey,sport,t-shirt,1.056666667,72.8,54,144,27,31,428.4
45154,HA,posé,maryoul,1.031666667,160.8,57,193,34,40,1740.3
45155,Armani,mta3 kolyoum,maryoul,1.018333333,84.8,59,157,28,32,635.2
45156,Zen,sport,sabbat,0.973333333,25.6,57,107,19,21,52.4
45157,HA,mta3 a3res,serwel,0.991666667,74.4,57,151,27,30,382.8
45158,Zen,posé,t-shirt,1.056666667,24,53,102,18,21,67.5
45159,Kontakt,mta3 a3res,jacket,0.966666667,105.6,66,173,31,33,1264.8
45160,HA,mta3 a3res,sabbat,1.018333333,24,55,103,18,21,56.9
45161,HA,confy,sabbat,1.045,81.6,56,151,27,32,673.2
45162,HA,mta3 a3res,hoodie,1.033333333,130.4,55,179,32,37,722.9
45163,Armani,confy,maryoul,0.995,28,60,107,19,21,61.4
45164,Bey&Bey,sport,maryoul,1.021666667,48,61.2,128,23,26,156.5
45165,Armani,sport,t-shirt,1.048333333,40.8,58,121,21,25,178.1
45166,HA,confy,sabbat,1.036666667,33.6,55,114,20,23,102.4
45167,HA,mta3 kolyoum,socks,1.031666667,44.8,57,125,22,26,429.3
45168,Armani,sport,t-shirt,1.001666667,42.4,58,126,22,25,181.3
45169,HA,posé,maryoul,1.043333333,27.2,56,105,19,22,49
45170,HA,mta3 kolyoum,t-shirt,1.033333333,60.8,56,138,25,29,424.3
45171,HA,mta3 a3res,sabbat,1.018333333,34.4,56,116,21,23,96.8
45172,HA,formel,maryoul,0.99,120,60,179,32,35,855.5
45173,Bey&Bey,classy,maryoul,1.06,82.4,57,151,27,32,285.5
45174,Zen,posé,maryoul,1.051666667,25.6,58,103,18,21,59.1
45175,Armani,mta3 a3res,serwel,1.028333333,84,60,156,28,32,436.3
45176,HA,sport,serwel,1.041666667,25.6,55,103,19,21,42.1
45177,HA,formel,jacket,1.041666667,25.6,55,104,18,21,75.6
45178,Bey&Bey,confy,serwel,1.056666667,43.2,56,122,22,26,116.3
45179,Bey&Bey,mta3 a3res,sabbat,1.046666667,44,63,121,22,25,156.3
45180,Kontakt,sport,serwel,1.081666667,62.4,55.2,136,25,30,240.1
45181,Armani,formel,jacket,1.016666667,120.8,61,177,31,36,1082.4
45182,Kontakt,confy,serwel,1.08,120,55,172,30,37,692.2
45183,Armani,classy,jacket,1.021666667,168,58,196,35,40,1760.6
45184,HA,posé,sabbat,1.033333333,81.6,57,152,27,31,542.6
45185,Armani,posé,sabbat,1.048333333,98.4,57,162,29,34,708.9
45186,HA,confy,sabbat,1.025,56,56,136,24,28,294
45187,Zen,formel,sabbat,1.03,88,58,156,28,32,552.4
45188,Zen,mta3 kolyoum,sabbat,1.055,40,56,118,21,25,156.9
45189,Zen,posé,sabbat,1.055,96,59,160,29,34,683.3
45190,HA,confy,socks,1.018333333,25.6,58,104,19,21,101.8
45191,HA,posé,t-shirt,1.033333333,41.6,55,122,22,25,169.9
45192,Armani,sport,t-shirt,1.001666667,120.8,58,177,32,36,1450.7
45193,HA,confy,sabbat,1.045,56.8,56,135,24,28,289.1
45194,HA,sport,t-shirt,1.028333333,24,54.6,102,18,21,61.8
45195,Zen,mta3 a3res,sabbat,1.05,56,58,132,24,28,250.7
45196,Armani,sport,maryoul,1.01,57.6,59,137,24,28,224.6
45197,Zen,mta3 kolyoum,socks,1.045,81.6,57,151,27,32,1530.6
45198,HA,sport,jacket,1.036666667,24,57,101,18,21,76.4
45199,Bey&Bey,confy,serwel,1.061666667,86.4,57,155,28,33,474.2
45200,Armani,confy,maryoul,0.97,80.8,59,156,28,30,536.6
45201,Zen,posé,maryoul,0.99,133.6,61,183,33,36,1114.6
45202,Kontakt,confy,maryoul,1.078333333,123.2,56,172,31,37,1258.1
45203,HA,mta3 a3res,sabbat,1.038333333,105.6,57,167,30,35,798.3
45204,HA,confy,sabbat,1.035,25.6,56,104,19,21,70.2
45205,Armani,confy,jacket,1.041666667,83.2,59,152,27,32,1035
45206,HA,mta3 kolyoum,kabbout,1.005,26.4,57,107,19,21,106.2
45207,HA,confy,sabbat,1.03,24.8,55,102,18,21,68
45208,Armani,sport,sabbat,1.043333333,32.8,58,112,20,23,106.1
45209,HA,mta3 a3res,jacket,1.038333333,45.6,55,126,23,26,255.5
45210,HA,confy,serwel,1.045,33.6,55,113,20,24,88.2
45211,HA,mta3 a3res,sabbat,1.023333333,27.2,55,107,19,22,85.6
45212,Zen,mta3 kolyoum,kabbout,1.031666667,30.4,56,109,20,23,120
45213,Zen,classy,maryoul,1.016666667,56.8,61,134,24,27,176
45214,Bey&Bey,mta3 a3res,kabbout,0.981666667,56.8,61,137,25,27,296
45215,Bey&Bey,posé,t-shirt,1.04,72,55,144,26,30,440.9
45216,Zen,confy,kabbout,1.04,18.4,59,92,17,19,53
45217,HA,classy,sabbat,1.04,88,55,156,28,33,453.7
45218,Zen,confy,kabbout,1.041666667,21.6,59,97,17,20,62
45219,HA,sport,jacket,1.043333333,56.8,56,134,24,28,321
45220,Zen,sport,sabbat,1.043333333,111.2,56,168,30,35,1047.6
45221,Armani,mta3 a3res,t-shirt,1.023333333,40.8,58,122,22,25,174.4
45222,HA,sport,serwel,1.033333333,165.6,55,195,35,40,1709.5
45223,HA,confy,jacket,1.033333333,28,56,108,19,22,111.6
45224,Armani,classy,sabbat,0.993333333,120.8,60,177,32,36,741.8
45225,HA,confy,hoodie,1.005,24,57,104,18,21,49.5
45226,Zen,mta3 a3res,socks,0.993333333,42.4,58,125,23,25,239.5
45227,Zen,sport,t-shirt,1.011666667,123.2,60,176,32,36,1328.4
45228,Armani,sport,serwel,1.045,59.2,60,137,24,28,223.8
45229,HA,mta3 kolyoum,kabbout,1.028333333,80.8,57,152,28,31,1076.1
45230,Bey&Bey,classy,maryoul,1.063333333,24,56,100,18,21,35.1
45231,HA,formel,maryoul,1.03,91.2,57,160,28,33,472.4
45232,HA,confy,t-shirt,1.026666667,24.8,57,103,18,21,94.2
